group_id,treatment,period,employer_id,employee_id,employee_rating,employee_avg_effort,employee_history,contract_type,contract_full,requested_effort,wage,actual_effort,rejected,employer_profit,employee_profit,effort_gap,effort_compliance,total_surplus,employee_share,employee_rating_num
2,base,10,4,8,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,10,5,1,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,10,6,4,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,10,7,5,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,10,8,6,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,10,9,7,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,11,1,5,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,11,2,8,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,11,3,6,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,11,4,3,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,11,5,7,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,11,6,9,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,11,7,4,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,11,8,1,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,11,9,2,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,12,1,9,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,12,2,4,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,12,3,7,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,12,4,1,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,12,5,2,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,12,6,8,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,12,7,5,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,12,8,6,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,12,9,3,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,13,1,8,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,13,2,6,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,13,3,4,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,13,4,2,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,13,5,9,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,13,6,3,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,13,7,1,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,13,8,7,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,13,9,5,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,14,1,7,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,14,2,1,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,14,3,9,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,14,4,5,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,14,5,3,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,14,6,8,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,14,7,2,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,14,8,6,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,14,9,4,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,15,1,9,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,15,2,5,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,15,3,8,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,15,4,2,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,15,5,6,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,15,6,1,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,15,7,3,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,15,8,4,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
2,base,15,9,7,HIGH,10.0,"10,10,10",full,1,10,45,10,0,5,35,0,1,40,0.875,3.0
3,screening,1,1,4,NEW,,,full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,0.0
3,screening,1,2,7,NEW,,,limited,0,4,22,4,0,-6,18,0,1,12,1.5,0.0
3,screening,1,3,1,NEW,,,limited,0,5,25,5,0,-5,20,0,1,15,1.3333333333333333,0.0
3,screening,1,4,9,NEW,,,full,1,6,28,6,0,2,22,0,1,24,0.9166666666666666,0.0
3,screening,1,5,2,NEW,,,limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,0.0
3,screening,1,6,8,NEW,,,full,1,8,35,8,0,5,27,0,1,32,0.84375,0.0
3,screening,1,7,3,NEW,,,limited,0,5,25,5,0,-5,20,0,1,15,1.3333333333333333,0.0
3,screening,1,8,5,NEW,,,full,1,7,32,7,0,3,25,0,1,28,0.8928571428571429,0.0
3,screening,1,9,6,NEW,,,limited,0,4,23,4,0,-7,19,0,1,12,1.5833333333333333,0.0
3,screening,2,1,2,LOW,4.0,4,full,1,8,34,8,0,6,26,0,1,32,0.8125,1.0
3,screening,2,2,8,HIGH,8.0,8,limited,0,4,23,4,0,-7,19,0,1,12,1.5833333333333333,3.0
3,screening,2,3,6,LOW,4.0,4,limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,1.0
3,screening,2,4,1,MEDIUM,5.0,5,limited,0,5,25,5,0,-5,20,0,1,15,1.3333333333333333,2.0
3,screening,2,5,7,LOW,4.0,4,limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
3,screening,2,6,9,MEDIUM,6.0,6,full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,2.0
3,screening,2,7,5,HIGH,7.0,7,full,1,8,33,8,0,7,25,0,1,32,0.78125,3.0
3,screening,2,8,4,HIGH,7.0,7,full,1,7,31,7,0,4,24,0,1,28,0.8571428571428571,3.0
3,screening,2,9,3,MEDIUM,5.0,5,limited,0,5,25,5,0,-5,20,0,1,15,1.3333333333333333,2.0
3,screening,3,1,5,HIGH,7.5,"7,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,3.0
3,screening,3,2,4,HIGH,7.0,"7,7",full,1,8,33,8,0,7,25,0,1,32,0.78125,3.0
3,screening,3,3,9,MEDIUM,6.5,"6,7",full,1,7,31,7,0,4,24,0,1,28,0.8571428571428571,2.0
3,screening,3,4,8,MEDIUM,6.0,"8,4",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,3,5,1,MEDIUM,5.0,"5,5",limited,0,5,25,5,0,-5,20,0,1,15,1.3333333333333333,2.0
3,screening,3,6,2,MEDIUM,6.0,"4,8",full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,2.0
3,screening,3,7,7,LOW,4.0,"4,4",limited,0,4,23,4,0,-7,19,0,1,12,1.5833333333333333,1.0
3,screening,3,8,6,MEDIUM,5.0,"4,6",full,1,7,31,7,0,4,24,0,1,28,0.8571428571428571,2.0
3,screening,3,9,3,MEDIUM,5.0,"5,5",limited,0,5,25,5,0,-5,20,0,1,15,1.3333333333333333,2.0
3,screening,4,1,4,HIGH,7.33,"7,7,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,3.0
3,screening,4,2,9,MEDIUM,6.67,"6,7,7",full,1,8,33,8,0,7,25,0,1,32,0.78125,2.0
3,screening,4,3,8,MEDIUM,6.0,"8,4,6",full,1,7,31,7,0,4,24,0,1,28,0.8571428571428571,2.0
3,screening,4,4,6,MEDIUM,5.67,"4,6,7",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,4,5,2,MEDIUM,6.33,"4,8,7",full,1,7,32,7,0,3,25,0,1,28,0.8928571428571429,2.0
3,screening,4,6,5,HIGH,7.67,"7,8,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,3.0
3,screening,4,7,1,MEDIUM,5.0,"5,5,5",limited,0,5,25,5,0,-5,20,0,1,15,1.3333333333333333,2.0
3,screening,4,8,3,MEDIUM,5.0,"5,5,5",limited,0,5,26,5,0,-6,21,0,1,15,1.4,2.0
3,screening,4,9,7,LOW,4.0,"4,4,4",limited,0,4,23,4,0,-7,19,0,1,12,1.5833333333333333,1.0
3,screening,5,1,3,MEDIUM,5.0,"5,5,5,5",limited,0,5,26,5,0,-6,21,0,1,15,1.4,2.0
3,screening,5,2,8,MEDIUM,6.25,"8,4,6,7",limited,0,5,25,5,0,-5,20,0,1,15,1.3333333333333333,2.0
3,screening,5,3,7,LOW,4.0,"4,4,4,4",limited,0,4,23,4,0,-7,19,0,1,12,1.5833333333333333,1.0
3,screening,5,4,5,HIGH,7.75,"7,8,8,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,3.0
3,screening,5,5,1,MEDIUM,5.0,"5,5,5,5",limited,0,5,25,5,0,-5,20,0,1,15,1.3333333333333333,2.0
3,screening,5,6,9,HIGH,7.0,"6,7,7,8",full,1,8,33,8,0,7,25,0,1,32,0.78125,3.0
3,screening,5,7,2,MEDIUM,6.5,"4,8,7,7",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,5,8,6,MEDIUM,5.75,"4,6,7,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,5,9,4,HIGH,7.5,"7,7,8,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,3.0
3,screening,6,1,9,HIGH,7.6,"7,7,8,8,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,3.0
3,screening,6,2,1,MEDIUM,5.0,"5,5,5,5,5",full,1,8,33,8,0,7,25,0,1,32,0.78125,2.0
3,screening,6,3,5,HIGH,7.8,"7,8,8,8,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,3.0
3,screening,6,4,7,LOW,4.0,"4,4,4,4,4",limited,0,4,23,4,0,-7,19,0,1,12,1.5833333333333333,1.0
3,screening,6,5,8,MEDIUM,6.0,"8,4,6,7,5",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,6,6,3,MEDIUM,5.0,"5,5,5,5,5",limited,0,5,25,5,0,-5,20,0,1,15,1.3333333333333333,2.0
3,screening,6,7,4,HIGH,7.6,"7,7,8,8,8",full,1,8,33,8,0,7,25,0,1,32,0.78125,3.0
3,screening,6,8,6,MEDIUM,5.8,"4,6,7,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,6,9,2,MEDIUM,6.4,"4,8,7,7,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,7,1,8,MEDIUM,5.6,"4,6,7,5,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,7,2,4,HIGH,7.67,"7,7,8,8,8,8",limited,0,6,26,6,0,-2,20,0,1,18,1.1111111111111112,3.0
3,screening,7,3,1,MEDIUM,5.5,"5,5,5,5,5,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,2.0
3,screening,7,4,9,HIGH,7.33,"6,7,7,8,8,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,3.0
3,screening,7,5,2,MEDIUM,6.33,"4,8,7,7,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,7,6,5,HIGH,7.83,"7,8,8,8,8,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,3.0
3,screening,7,7,6,MEDIUM,5.8,"4,6,7,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,7,8,3,MEDIUM,5.0,"5,5,5,5,5,5",limited,0,5,25,5,0,-5,20,0,1,15,1.3333333333333333,2.0
3,screening,7,9,7,LOW,4.0,"4,4,4,4,4,4",limited,0,4,23,4,0,-7,19,0,1,12,1.5833333333333333,1.0
3,screening,8,1,5,HIGH,8.0,"8,8,8,8,8,8,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,3.0
3,screening,8,2,7,LOW,4.0,"4,4,4,4,4,4,4",full,1,8,33,8,0,7,25,0,1,32,0.78125,1.0
3,screening,8,3,9,HIGH,7.43,"6,7,7,8,8,8,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,3.0
3,screening,8,4,2,MEDIUM,6.29,"4,8,7,7,6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,8,5,8,MEDIUM,6.0,"8,4,6,7,5,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,8,6,1,MEDIUM,5.86,"5,5,5,5,5,8,8",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,8,7,3,MEDIUM,5.0,"5,5,5,5,5,5,5",limited,0,5,25,5,0,-5,20,0,1,15,1.3333333333333333,2.0
3,screening,8,8,4,HIGH,7.14,"7,7,8,8,8,6,6",full,1,8,34,8,0,6,26,0,1,32,0.8125,3.0
3,screening,8,9,6,MEDIUM,5.86,"4,6,7,6,6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,9,1,4,HIGH,7.33,"8,6,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,3.0
3,screening,9,2,8,MEDIUM,6.0,"6,6,6",full,1,8,33,8,0,7,25,0,1,32,0.78125,2.0
3,screening,9,3,2,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,9,4,9,HIGH,8.0,"8,8,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,3.0
3,screening,9,5,1,MEDIUM,6.67,"8,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,9,6,7,MEDIUM,5.33,"4,4,8",limited,0,5,25,5,0,-5,20,0,1,15,1.3333333333333333,2.0
3,screening,9,7,5,HIGH,8.0,"8,8,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,3.0
3,screening,9,8,3,MEDIUM,5.0,"5,5,5",limited,0,5,25,5,0,-5,20,0,1,15,1.3333333333333333,2.0
3,screening,9,9,6,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,10,1,7,MEDIUM,5.67,"4,8,5",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,10,2,4,HIGH,7.33,"6,8,8",limited,0,6,26,6,0,-2,20,0,1,18,1.1111111111111112,3.0
3,screening,10,3,9,HIGH,8.0,"8,8,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,3.0
3,screening,10,4,1,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,10,5,6,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,10,6,3,MEDIUM,5.0,"5,5,5",limited,0,5,25,5,0,-5,20,0,1,15,1.3333333333333333,2.0
3,screening,10,7,2,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,10,8,8,MEDIUM,6.67,"6,6,8",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,10,9,5,HIGH,8.0,"8,8,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,3.0
3,screening,11,1,6,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,11,2,9,HIGH,8.0,"8,8,8",limited,0,6,26,6,0,-2,20,0,1,18,1.1111111111111112,3.0
3,screening,11,3,3,MEDIUM,5.0,"5,5,5",limited,0,5,25,5,0,-5,20,0,1,15,1.3333333333333333,2.0
3,screening,11,4,7,MEDIUM,5.67,"5,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,11,5,4,MEDIUM,6.67,"8,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,11,6,2,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,11,7,8,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,11,8,5,HIGH,8.0,"8,8,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,3.0
3,screening,11,9,1,MEDIUM,6.0,"6,6,6",full,1,8,34,8,0,6,26,0,1,32,0.8125,2.0
3,screening,12,1,9,MEDIUM,6.67,"8,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,12,2,5,HIGH,8.0,"8,8,8",limited,0,6,26,6,0,-2,20,0,1,18,1.1111111111111112,3.0
3,screening,12,3,1,MEDIUM,6.67,"6,6,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,2.0
3,screening,12,4,8,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,12,5,3,MEDIUM,5.0,"5,5,5",limited,0,5,25,5,0,-5,20,0,1,15,1.3333333333333333,2.0
3,screening,12,6,4,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,12,7,7,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,12,8,2,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,12,9,6,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,13,1,4,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,13,2,7,MEDIUM,6.0,"6,6,6",limited,0,6,26,6,0,-2,20,0,1,18,1.1111111111111112,2.0
3,screening,13,3,9,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,13,4,2,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,13,5,5,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,13,6,8,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,13,7,6,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,13,8,1,HIGH,7.33,"8,6,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,3.0
3,screening,13,9,3,MEDIUM,5.0,"5,5,5",limited,0,5,25,5,0,-5,20,0,1,15,1.3333333333333333,2.0
3,screening,14,1,8,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,14,2,3,MEDIUM,5.0,"5,5,5",limited,0,6,26,6,0,-2,20,0,1,18,1.1111111111111112,2.0
3,screening,14,3,7,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,14,4,5,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,14,5,9,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,14,6,1,HIGH,7.33,"8,6,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,3.0
3,screening,14,7,2,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,14,8,4,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,14,9,6,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,15,1,9,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,15,2,8,MEDIUM,6.0,"6,6,6",limited,0,6,26,6,0,-2,20,0,1,18,1.1111111111111112,2.0
3,screening,15,3,4,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,15,4,1,HIGH,8.0,"8,8,8",full,1,8,34,8,0,6,26,0,1,32,0.8125,3.0
3,screening,15,5,2,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,15,6,5,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,15,7,3,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,15,8,6,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
3,screening,15,9,7,MEDIUM,6.0,"6,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
4,screening,1,1,5,NEW,,,full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,0.0
4,screening,1,2,2,NEW,,,full,1,6,28,5,0,-3,23,-1,0,20,1.15,0.0
4,screening,1,3,9,NEW,,,limited,0,5,25,6,0,-1,19,1,1,18,1.0555555555555556,0.0
4,screening,1,4,1,NEW,,,full,1,6,27,4,0,-7,23,-2,0,16,1.4375,0.0
4,screening,1,5,7,NEW,,,limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,0.0
4,screening,1,6,3,NEW,,,full,1,7,29,7,0,6,22,0,1,28,0.7857142857142857,0.0
4,screening,1,7,8,NEW,,,limited,0,5,26,5,0,-6,21,0,1,15,1.4,0.0
4,screening,1,8,6,NEW,,,full,1,6,28,6,0,2,22,0,1,24,0.9166666666666666,0.0
4,screening,1,9,4,NEW,,,limited,0,4,25,4,0,-9,21,0,1,12,1.75,0.0
4,screening,2,1,3,HIGH,,7,full,1,8,32,8,0,8,24,0,1,32,0.75,3.0
4,screening,2,2,7,LOW,,4,limited,0,6,27,4,0,-11,23,-2,0,12,1.9166666666666667,1.0
4,screening,2,3,1,LOW,,4,limited,0,4,24,6,0,0,18,2,1,18,1.0,1.0
4,screening,2,4,5,HIGH,,7,full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,3.0
4,screening,2,5,9,MEDIUM,,6,full,1,7,29,6,0,1,23,-1,0,24,0.9583333333333334,2.0
4,screening,2,6,8,MEDIUM,,5,limited,0,6,27,5,0,-7,22,-1,0,15,1.4666666666666666,2.0
4,screening,2,7,2,MEDIUM,,5,limited,0,5,26,4,0,-10,22,-1,0,12,1.8333333333333333,2.0
4,screening,2,8,4,LOW,,4,limited,0,4,25,6,0,-1,19,2,1,18,1.0555555555555556,1.0
4,screening,2,9,6,MEDIUM,,6,full,1,6,28,6,0,2,22,0,1,24,0.9166666666666666,2.0
4,screening,3,1,6,MEDIUM,,"6,6",full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,2.0
4,screening,3,2,4,MEDIUM,,"4,6",limited,0,6,27,5,0,-7,22,-1,0,15,1.4666666666666666,2.0
4,screening,3,3,8,MEDIUM,,"5,5",limited,0,5,26,5,0,-6,21,0,1,15,1.4,2.0
4,screening,3,4,2,LOW,,"5,4",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,3,5,1,MEDIUM,,"4,6",full,1,6,28,6,0,2,22,0,1,24,0.9166666666666666,2.0
4,screening,3,6,9,MEDIUM,,"6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
4,screening,3,7,3,HIGH,,"7,8",full,1,8,32,8,0,8,24,0,1,32,0.75,3.0
4,screening,3,8,5,HIGH,,"7,7",full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,3.0
4,screening,3,9,7,LOW,,"4,4",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,4,1,9,MEDIUM,,"6,6,6",full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,2.0
4,screening,4,2,1,MEDIUM,,"4,6,6",limited,0,6,27,6,0,-3,21,0,1,18,1.1666666666666667,2.0
4,screening,4,3,5,HIGH,,"7,7,7",full,1,6,28,7,0,7,21,1,1,28,0.75,3.0
4,screening,4,4,3,HIGH,,"7,8,8",full,1,8,32,8,0,8,24,0,1,32,0.75,3.0
4,screening,4,5,8,MEDIUM,,"5,5,5",full,1,7,30,5,0,-5,25,-2,0,20,1.25,2.0
4,screening,4,6,7,LOW,,"4,4,4",limited,0,5,26,4,0,-10,22,-1,0,12,1.8333333333333333,1.0
4,screening,4,7,2,LOW,,"5,4,4",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,4,8,6,MEDIUM,,"6,6,7",limited,0,4,25,7,0,3,18,3,1,21,0.8571428571428571,2.0
4,screening,4,9,4,MEDIUM,,"4,6,5",limited,0,5,26,5,0,-6,21,0,1,15,1.4,2.0
4,screening,5,1,7,LOW,,"4,4,4,4",limited,0,4,24,4,0,-8,20,0,1,12,1.6666666666666667,1.0
4,screening,5,2,3,HIGH,,"7,8,8,8",limited,0,4,24,8,0,8,16,4,1,24,0.6666666666666666,3.0
4,screening,5,3,6,MEDIUM,,"6,6,7,7",full,1,8,32,5,0,-7,27,-3,0,20,1.35,2.0
4,screening,5,4,9,MEDIUM,,"6,6,6,7",full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,2.0
4,screening,5,5,1,MEDIUM,,"4,6,6,6",full,1,6,28,6,0,2,22,0,1,24,0.9166666666666666,2.0
4,screening,5,6,5,HIGH,,"7,7,7,7",full,1,7,30,7,0,5,23,0,1,28,0.8214285714285714,3.0
